source,target,weight
maxharp3r,alansaid,1
maxharp3r,acmrecsys,1
dantaber47,lexkbeattie,1
dantaber47,_jessiejsmith_,1
dantaber47,hsmcramer,1
le__gab,acmrecsys,1
aliossandro,sannevrijenhoek,2
aliossandro,acmrecsys,1
seguraandres7,mihaela_curmei,1
lienmichiels,florianwilhelm,2
lienmichiels,acmrecsys,7
manelslokom,gombru,1
even_oldridge,gspmoreira,1
even_oldridge,acmrecsys,6
informor,seguraandres7,1
kiwanmaeng,acmrecsys,1
ylyuliang,manelslokom,2
elieah,sannevrijenhoek,1
myrthereuver,sannevrijenhoek,1
olivierjeunen,sannevrijenhoek,1
mounialalmas,lexkbeattie,1
mounialalmas,dantaber47,1
mounialalmas,_jessiejsmith_,1
mounialalmas,hsmcramer,1
spotifyresearch,lexkbeattie,1
spotifyresearch,dantaber47,1
spotifyresearch,_jessiejsmith_,1
spotifyresearch,hsmcramer,1
jengolbeck,gspmoreira,1
jengolbeck,acmrecsys,2
hsmcramer,lexkbeattie,2
hsmcramer,dantaber47,1
hsmcramer,_jessiejsmith_,2
lexkbeattie,dantaber47,1
lexkbeattie,_jessiejsmith_,1
lexkbeattie,hsmcramer,1
lexkbeattie,spotifyresearch,2
lexkbeattie,acmrecsys,1
christine_bauer,recsysmare,2
recsysmare,acmrecsys,1
recsysmare,christine_bauer,1
alansaid,jengolbeck,1
alansaid,vanessa_murdock,2
drch0le,alansaid,1
emiliagogu,vanessa_murdock,1
manelslokom,vanessa_murdock,1
ayirpelle,seguraandres7,1
ayirpelle,acmrecsys,1
lsmartak,christine_bauer,1
lsmartak,acmrecsys,1
ayelmajjodi,encodedgeek,1
reinforcementb,2twitme,1
reinforcementb,anyscalecompute,1
reinforcementb,raydistributed,1
2twitme,anyscalecompute,1
2twitme,raydistributed,1
2twitme,acmrecsys,1
mirkomarras,seguraandres7,1
mirkomarras,acmrecsys,1
vikasnitr,acmrecsys,2
rlerallut,even_oldridge,1
erishabh,even_oldridge,1
lwegmeth,acmrecsys,2
lwegmeth,joeranbeel,1
athundt,laurahollink,1
athundt,savvina_daniil,1
athundt,facctrec,1
agelesschronicl,georgidakis,1
napoperez1998,seguraandres7,1
napoperez1998,acmrecsys,1
agelesschronicl,elisab79,1
elisab79,agelesschronicl,2
elisab79,acmrecsys,6
seagull1089,manelslokom,2
seagull1089,seguraandres7,2
seagull1089,rajamifa,2
seagull1089,acmrecsys,3
manelslokom,seagull1089,2
seagull1089,encodedgeek,1
seagull1089,flipkart,1
navidrekabsaz,oleglesota,1
navidrekabsaz,acmrecsys,1
lienmichiels,taoyeah,4
lienmichiels,totopampin,1
lienmichiels,denisparra,2
ikramfasiha,acmrecsys,2
seguraandres7,rajamifa,3
oleglesota,acmrecsys,1
oleglesota,ale_melchiorre,1
oleglesota,elisab79,1
oleglesota,navidrekabsaz,1
oleglesota,m_schedl,1
recsys_c,acmrecsys,2
heydaniel_c,consequences_ws,1
heydaniel_c,moustaki,1
tulliemurrell,yusan_lin,1
tulliemurrell,acmrecsys,1
lbiedma17,acmrecsys,1
kanarinka,informor,2
kanarinka,acmrecsys,1
dalgodoy,acmrecsys,3
raheljhirad,acmrecsys,1
informusiccs,laurahollink,1
informusiccs,savvina_daniil,1
informusiccs,facctrec,1
laurahollink,savvina_daniil,1
laurahollink,facctrec,1
laurahollink,acmrecsys,1
laurahollink,jrvosse,1
laurahollink,informusiccs,1
laurahollink,kbnlresearch,1
laurahollink,cwinl,1
navatintarev,acmrecsys,1
froomle,acmrecsys,3
koeverstrep,acmrecsys,3
kagglee,tzoof_avny,1
kagglee,acmrecsys,1
kagglee,outbraineng,1
osmanib31722994,mvlacho1,7
osmanib31722994,craig_macdonald,7
osmanib31722994,karsworkshop,7
osmanib31722994,acmrecsys,7
leqianliang,joeranbeel,1
leqianliang,acmrecsys,1
feli05web,tzoof_avny,1
feli05web,acmrecsys,1
feli05web,outbraineng,1
richter_ulf,joeranbeel,1
richter_ulf,acmrecsys,1
tzoof_avny,acmrecsys,1
tzoof_avny,outbraineng,1
cataldomusto,rajamifa,1
bencarterette,elisab79,1
esraa_ali,acmrecsys,1
esraa_ali,amazonscience,1
esraa_ali,maxharp3r,1
esraa_ali,vanessa_murdock,1
ghorpadeajinkya,amazonscience,1
ghorpadeajinkya,maxharp3r,1
ghorpadeajinkya,vanessa_murdock,1
ashah0052,yusan_lin,1
ashah0052,acmrecsys,1
ceobillionaire,yusan_lin,1
jeanfrancois287,yusan_lin,1
marcommis,cataldomusto,1
marcommis,acmrecsys,1
elisab79,cataldomusto,1
elisab79,pasqualelops,1
elisab79,semeraro_g,1
elisab79,marcommis,1
elisab79,swap_research,1
elisab79,bencarterette,1
taoyeah,totopampin,2
taoyeah,ngrams,2
taoyeah,ssahebi,2
radekosmulski,even_oldridge,3
nom_brownie99,acmrecsys,1
heydaniel_c,shapedai,2
tulliemurrell,shapedai,1
epawshipaa,amazonscience,1
epawshipaa,maxharp3r,1
epawshipaa,vanessa_murdock,1
swap_research,cataldomusto,1
swap_research,acmrecsys,1
pasqualelops,cataldomusto,1
pasqualelops,acmrecsys,1
cataldomusto,pasqualelops,1
cataldomusto,semeraro_g,1
cataldomusto,marcommis,1
cataldomusto,swap_research,1
karlhigley,seguraandres7,1
b_ferwerda,alainstarke,1
mcwillemsen,alainstarke,1
ayelmajjodi,alainstarke,9
ayelmajjodi,intrsworkshop,1
alainstarke,intrsworkshop,5
alainstarke,ayelmajjodi,2
alainstarke,ctrattner,2
alainstarke,b_ferwerda,1
alainstarke,jonkopinguni,1
kevin_duu,seguraandres7,1
dodijk,mateomatiss,1
taoyeah,seguraandres7,1
maponaso,erishabh,1
yu__ya4,aiueola_,1
aiueola_,consequences_ws,3
vitoostuni,justinbasilico,1
vitoostuni,netflixresearch,1
recsys_c,seguraandres7,1
jnvinagre,consequences_ws,1
informor,wired,1
informor,condenast,1
informor,jeffhancock,1
taoyeah,lienmichiels,2
usait0,consequences_ws,3
__sudarshan__,justinbasilico,1
mdekstrand,justinbasilico,1
mdekstrand,netflixresearch,1
usait0en,consequences_ws,9
spqqdev,yusan_lin,1
spqqdev,acmrecsys,1
armatafederico,expediagroup,1
armatafederico,acmrecsys,1
dvdgrs,harrieoos,1
dvdgrs,dpgmediaai,1
recsyshr,harrieoos,1
recsyshr,dpgmediaai,1
orsum_ws,acmrecsys,2
_jessiejsmith_,acmrecsys,1
eugeneyan,shreyansh_26,1
eugeneyan,acmrecsys,6
dkowald1,acmrecsys,1
dkowald1,know_center,1
dkowald1,tugraz,1
gjhouben,elisab79,1
mdekstrand,whatsapp,1
rushoislam,eugeneyan,1
rushoislam,acmrecsys,1
rushoislam,orsum_ws,1
drch0le,whatsapp,1
manelslokom,rburke2233,1
informagus,harrieoos,1
informagus,dpgmediaai,1
harrieoos,dpgmediaai,1
harrieoos,recsyshr,1
harrieoos,acmrecsys,1
_jefe007_,eugeneyan,1
_jefe007_,acmrecsys,1
zstats,even_oldridge,1
zstats,nvidiaai,1
zstats,acmrecsys,1
even_oldridge,nvidiaai,3
semeraro_g,cataldomusto,1
semeraro_g,acmrecsys,1
researchdeezer,bmsguerra,2
amazonscience,eugeneyan,2
amazonscience,orsum_ws,1
bmsguerra,acmrecsys,1
bmsguerra,researchdeezer,2
subhobrata1,manelslokom,1
mdekstrand,seguraandres7,3
shreyansh_26,eugeneyan,1
shreyansh_26,acmrecsys,1
shreyansh_26,orsum_ws,1
jnvinagre,eugeneyan,1
jnvinagre,acmrecsys,2
nogawanogawa,seguraandres7,1
nogawanogawa,acmrecsys,2
shivani10,acmrecsys,1
manelslokom,elisab79,1
abellogin,j_neidhardt,1
totopampin,cweichen,1
lynyus,j_neidhardt,1
alexandrerbcqt,cweichen,1
dalgodoy,j_neidhardt,1
manelslokom,netflix,1
crossing_minds,cweichen,1
drch0le,benfrederickson,1
cweichen,crossing_minds,1
porcaro_lorenzo,emiliagogu,1
ir_glasgow,chirag_shah,1
ir_glasgow,ryen_white,1
ir_glasgow,pnbennett,1
ir_glasgow,pcastells,1
maurizio_fd,fernandobperezm,1
cornellinfosci,informor,1
fernandobperezm,maurizio_fd,1
vikasnitr,seguraandres7,1
abdullahmdkhan,seguraandres7,1
netflixresearch,moumita_bh,1
netflixresearch,__sudarshan__,1
moumita_bh,justinbasilico,2
justinbasilico,__sudarshan__,1
yashonwu,chirag_shah,1
yashonwu,ryen_white,1
yashonwu,pnbennett,1
yashonwu,pcastells,1
seguraandres7,netflix,1
pcastells,chirag_shah,1
pcastells,ryen_white,1
pcastells,pnbennett,1
chirag_shah,ryen_white,1
chirag_shah,pnbennett,1
chirag_shah,craig_macdonald,1
chirag_shah,pcastells,1
manelslokom,nvidia,1
milkalichtblau,harrieoos,1
milkalichtblau,dpgmediaai,1
ayelmajjodi,manelslokom,1
manelslokom,kimfalk,5
manelslokom,shopify,6
bdehbozorgi83,yusan_lin,1
bdehbozorgi83,acmrecsys,1
encodedgeek,shopify,1
seguraandres7,alainstarke,1
totopampin,asos,1
totopampin,dressipi,1
totopampin,farfetch,1
mdekstrand,benfrederickson,1
usait0,acmrecsys,1
gdm3000,karsworkshop,5
gdm3000,meta,3
gdm3000,acmrecsys,1
elisab79,eva_zangerle,1
christine_bauer,eva_zangerle,3
seguraandres7,heydaniel_c,1
seguraandres7,encodedgeek,2
seguraandres7,zombadin,1
cataldomusto,peterpaws,1
eva_zangerle,christine_bauer,2
lucionarducci,karsworkshop,5
lucionarducci,meta,2
karsworkshop,meta,3
karsworkshop,acmrecsys,3
kwekuoa,eugeneyan,1
ayelmajjodi,peterpaws,1
lucionarducci,acmrecsys,3
khushsi,eva_zangerle,1
khushsi,acmrecsys,3
khushsi,encodedgeek,1
johanneskrse,acmrecsys,1
johanneskrse,lindskow,1
giss_sv,infinitech_eu,1
giss_sv,uofglasgow,1
giss_sv,acmrecsys,1
elacic1,acmrecsys,2
dalgodoy,rajamifa,1
infinitech_eu,uofglasgow,1
infinitech_eu,acmrecsys,1
dalgodoy,ngrams,1
dalgodoy,siminyu_kat,1
alexk_z,acmrecsys,2
ngrams,siminyu_kat,5
ngrams,acmrecsys,2
sidzznaveed,intrs,1
sidzznaveed,acmrecsys,1
froomle,lienmichiels,3
froomle,r_verachtert,3
koeverstrep,lienmichiels,2
koeverstrep,r_verachtert,2
navatintarev,seguraandres7,1
navatintarev,manelslokom,1
ylyuliang,peterpaws,1
ngrams,rajamifa,1
olivierjeunen,le__gab,1
rajamifa,peterpaws,1
moumita_bh,acmrecsys,1
maurizio_fd,peterpaws,1
maurizio_fd,acmrecsys,1
csisc1994,craig_macdonald,1
csisc1994,acmrecsys,1
christine_bauer,craig_macdonald,1
esauvt,craig_macdonald,1
esauvt,acmrecsys,1
jnvinagre,craig_macdonald,1
hynwk_kang,consequences_ws,1
manelslokom,eva_zangerle,1
manelslokom,shapedai,1
manelslokom,agelesschronicl,1
manelslokom,peterpaws,1
chidambara09,shapedai,1
godfrey_g_,shapedai,1
kwekuoa,amazonscience,1
kwekuoa,maxharp3r,1
kwekuoa,vanessa_murdock,1
haewoon,acmrecsys,1
encodedgeek,manelslokom,1
agelesschronicl,dressipi,1
jamirshadunb,acmrecsys,1
agelesschronicl,seguraandres7,1
jy_msc,acmrecsys,1
vikasnitr,maxharp3r,1
vikasnitr,jengolbeck,1
alansaid,craig_macdonald,1
kimfalk,manelslokom,1
agelesschronicl,bcg,1
fullnam35087976,eugeneyan,1
fullnam35087976,acmrecsys,1
lucionarducci,gdm3000,2
headlighty,ecir2023,1
karsworkshop,gdm3000,1
hideo_joho,ecir2023,1
himan_abd,lienmichiels,1
dalgodoy,intrsworkshop,2
fthopf,ecir2023,1
mdekstrand,ssahebi,1
khushsi,ssahebi,2
underdoggeek,ecir2023,1
dkowald1,ecir2023,1
lorenterveen,vikasnitr,1
lorenterveen,grouplens,1
lorenterveen,jkonstan,1
arnoutdevos,spotifyresearch,1
cuypersb,goethals,1
cuypersb,lienmichiels,1
cuypersb,r_verachtert,1
bennykille,alansaid,1
snowdirt7,eugeneyan,1
anneschuth,spotifyresearch,1
spotifyresearch,maryam_aziz_0,1
spotifyresearch,kgjamieson,1
katharinajutta,goethals,1
katharinajutta,lienmichiels,1
katharinajutta,r_verachtert,1
froomle,goethals,2
shashank27392,harrieoos,1
shashank27392,sannevrijenhoek,1
shashank27392,le__gab,1
shashank27392,dodijk,1
shashank27392,mdr,1
taoyeah,brachashapira,1
anjiefang,craig_macdonald,1
anjiefang,ir_glasgow,1
livaralaivola,rlerallut,3
rajamifa,ssahebi,1
olivierjeunen,goethals,4
olivierjeunen,r_verachtert,4
goethals,taoyeah,1
goethals,r_verachtert,6
goethals,olivierjeunen,1
goethals,froomle,2
tommasodinoia,encodedgeek,1
chennerzz,shopifydata,1
fit_ctu,pavelkordik,1
karsanndevan,seguraandres7,1
emiliagogu,encodedgeek,1
drch0le,vanessa_murdock,1
drch0le,jengolbeck,1
drch0le,maxharp3r,1
benfrederickson,drch0le,1
manelslokom,livesinanalogia,1
slavaxx,encodedgeek,1
slavaxx,alansaid,1
olivierjeunen,taoyeah,1
anneliensmets,taoyeah,1
anneliensmets,r_verachtert,2
anneliensmets,goethals,2
bayesbanana,seguraandres7,1
bayesbanana,netflix,1
bayesbanana,pavelkordik,1
encodedgeek,lienmichiels,3
lienmichiels,olivierjeunen,1
lienmichiels,r_verachtert,2
lienmichiels,goethals,2
vikasnitr,grouplens,1
vikasnitr,jkonstan,1
taoyeah,r_verachtert,1
taoyeah,goethals,1
neomoha,alansaid,1
lienmichiels,alansaid,2
gsalhagalvan,alansaid,1
peterpaws,ssahebi,1
rtartboost,christine_bauer,1
rtartboost,eva_zangerle,1
alansaid,golbeck,1
emiliagogu,christine_bauer,1
emiliagogu,eva_zangerle,1
mdekstrand,christine_bauer,1
mdekstrand,eva_zangerle,1
eva_zangerle,ssahebi,1
radekbartyzal,outbraineng,1
acmrecsys,sharechatapp,1
acmrecsys,criteoailab,1
mcwillemsen,peterpaws,1
manelslokom,heydaniel_c,1
manelslokom,zombadin,1
manelslokom,psd_conference,1
lienmichiels,eva_zangerle,1
ylyuliang,ayelmajjodi,1
ylyuliang,denisparra,1
ayelmajjodi,denisparra,3
lucionarducci,peterpaws,1
lucionarducci,xinlunadong,1
dalgodoy,karsworkshop,2
dalgodoy,xinlunadong,1
dalgodoy,meta,2
dalgodoy,eva_zangerle,1
karsworkshop,xinlunadong,3
moumita_bh,taoyeah,1
peterpaws,intrsworkshop,13
peterpaws,denisparra,3
data_hpz,lienmichiels,1
data_hpz,kimfalk,1
dynamicwebpaige,consequences_ws,5
seguraandres7,kimfalk,1
intrsworkshop,peterpaws,5
kayaa_mesutt,kimfalk,1
j_neidhardt,rburke2233,1
lienmichiels,kimfalk,1
fernandobperezm,kimfalk,1
fernandobperezm,recsys_c,2
usait0en,justinbasilico,1
amarchin87,consequences_ws,2
jeffhancock,wired,1
jeffhancock,condenast,1
usait0,justinbasilico,1
khushsi,rajamifa,1
khushsi,rburke2233,1
peterpaws,seguraandres7,1
pawslab,eva_zangerle,1
pawslab,acmrecsys,1
dmalitesta,karsworkshop,5
dmalitesta,meta,3
ctrattner,ayelmajjodi,3
ctrattner,acmrecsys,2
ctrattner,denisparra,1
ctrattner,alainstarke,3
cocomoff,acmrecsys,1
javiersanzcruza,infinitech_eu,1
javiersanzcruza,uofglasgow,1
ayelmajjodi,ctrattner,3
ayelmajjodi,usabart,1
ayelmajjodi,mcwillemsen,1
dmalitesta,xinlunadong,3
intrsworkshop,mcwillemsen,1
dalgodoy,himan_abd,1
peterpaws,jaf_ferdous,1
reinforcementb,aonghuslawlor,1
reinforcementb,insight_centre,1
reinforcementb,ucdcompsci,1
aonghuslawlor,insight_centre,1
aonghuslawlor,ucdcompsci,1
pawslab,denisparra,1
pawslab,intrsworkshop,2
mounialalmas,himan_abd,1
kimfalk,ngrams,1
dvdgrs,randstadnl,1
dvdgrs,fernandopsantos,1
dvdgrs,emma_beauxis,1
kimfalk,lienmichiels,1
jaf_ferdous,recsyshr,2
seguraandres7,denisparra,1
ngrams,jaf_ferdous,1
ngrams,radboud_uni,1
jaf_ferdous,seguraandres7,2
jaf_ferdous,radboud_uni,1
anindo78,eugeneyan,1
eva_zangerle,ngrams,1
alansaid,ngrams,1
appliedswai,peterpaws,1
appliedswai,intrsworkshop,1
appliedswai,denisparra,1
appliedswai,usabart,1
encodedgeek,intrsworkshop,3
encodedgeek,denisparra,2
ngrams,kimfalk,1
usait0en,dynamicwebpaige,2
peterpaws,usabart,1
peterpaws,mcwillemsen,2
peterpaws,katrien_v,1
consequences_ws,dynamicwebpaige,2
aiueola_,usait0,2
dmalitesta,gdm3000,1
gdm3000,xinlunadong,1
mrscaroline_c,ngrams,1
mrscaroline_c,siminyu_kat,1
scne,acmrecsys,1
hannahauptmann,amra_dl,1
hannahauptmann,lynyus,1
amra_dl,lynyus,1
amra_dl,acmrecsys,1
jaf_ferdous,acmrecsys,1
underdoggeek,facctrec,1
underdoggeek,acmrecsys,1
recsysmare,alansaid,1
encodedgeek,goethals,1
encodedgeek,r_verachtert,1
encodedgeek,mcwillemsen,1
encodedgeek,anneliensmets,1
encodedgeek,usabart,1
usait0en,craig_macdonald,1
usait0,craig_macdonald,1
lienmichiels,peterpaws,1
dynamicwebpaige,craig_macdonald,1
dynamicwebpaige,olivierjeunen,1
peeterskris,goethals,1
peeterskris,lienmichiels,1
peeterskris,r_verachtert,1
hannahauptmann,christine_bauer,1
peterpaws,anneliensmets,1
mcwillemsen,anneliensmets,1
kimfalk,recsys_c,1
lienmichiels,christine_bauer,2
christine_bauer,recsys_c,1
christine_bauer,kimfalk,1
alainstarke,peterpaws,1
gauravbaruah,seguraandres7,1
anneliensmets,himan_abd,1
lienmichiels,himan_abd,1
eva_zangerle,recsys_c,1
recsys_c,kimfalk,1
radekosmulski,nvidiaai,2
rajamifa,encodedgeek,1
zerebom_3,recsyshr,1
zerebom_3,hongliangjie,1
karlhigley,even_oldridge,1
karlhigley,nvidiaai,1
dvdgrs,hongliangjie,2
kayaa_mesutt,hongliangjie,1
recsyshr,hongliangjie,2
craig_macdonald,olivierjeunen,1
craig_macdonald,dynamicwebpaige,1
ir_glasgow,infinitech_eu,2
ir_glasgow,uofglasgow,1
mansourymasoud,himan_abd,3
yashonwu,karsworkshop,5
rajamifa,ngrams,1
tmukande12,ml_labs_irl,1
max_does_well,dynamicwebpaige,1
max_does_well,consequences_ws,1
harrieoos,aiueola_,1
olivierjeunen,aiueola_,1
usait0en,aiueola_,1
frrncl,ecir2023,1
reinforcementb,consequences_ws,1
reinforcementb,aiueola_,1
consequences_ws,aiueola_,1
dynamicwebpaige,max_does_well,1
ngrams,manelslokom,1
ngrams,facctrec,1
housecat442,usait0,2
mvlacho1,karsworkshop,3
mvlacho1,walteranelli,1
yashonwu,walteranelli,1
craig_macdonald,karsworkshop,3
craig_macdonald,walteranelli,1
recsyshr,jaf_ferdous,2
consequences_ws,olivierjeunen,1
informagus,jaf_ferdous,1
informagus,radboud_uni,1
olivierjeunen,craig_macdonald,1
facctrec,underdoggeek,1
cshorten30,eugeneyan,1
cshorten30,acmrecsys,1
jsoldatos,infinitech_eu,1
jsoldatos,uofglasgow,1
jsoldatos,acmrecsys,1
lwegmeth,alansaid,1
abellogin,peterpaws,1
rajamifa,alansaid,1
jvanbalen,anneliensmets,1
jvanbalen,lienmichiels,1
jvanbalen,r_verachtert,1
jvanbalen,goethals,1
livesinanalogia,kimfalk,1
facctrec,ngrams,1
yashonwu,xinlunadong,2
yashonwu,meta,1
dmalitesta,craig_macdonald,1
karsworkshop,craig_macdonald,3
craig_macdonald,xinlunadong,1
facctrec,that_recsys_lab,1
lienmichiels,froomle,1
alainstarke,max_does_well,1
jengolbeck,narasimba7,1
jengolbeck,huawei,1
jengolbeck,homedepot,1
koeverstrep,goethals,1
wimlds_nyc,wimlds_paris,2
marinlorant,researchdeezer,1
facctrec,manelslokom,1
shima__shima,facctrec,2
max_does_well,christine_bauer,1
ting_s_,craig_macdonald,3
ting_s_,ir_glasgow,2
ting_s_,acmrecsys,1
maponaso,karsworkshop,1
maponaso,xinlunadong,1
maponaso,meta,1
ctrattner,karsworkshop,1
ctrattner,lucionarducci,1
ctrattner,yashardel,1
recsyshr,wimlds_paris,2
mrscaroline_c,wimlds_paris,2
wimlds_paris,jluppes,1
wimlds_paris,harrieoos,1
yashardel,ayelmajjodi,1
yashardel,karsworkshop,2
yashardel,alainstarke,1
yashardel,ctrattner,1
yashardel,lucionarducci,1
narasimba7,acmrecsys,1
narasimba7,huawei,1
narasimba7,homedepot,1
joelplucas,alansaid,1
joelplucas,acmrecsys,1
tomekdrabas,even_oldridge,1
tomekdrabas,nvidiaai,1
tomekdrabas,acmrecsys,1
ak_ronay,even_oldridge,1
ak_ronay,nvidiaai,1
ak_ronay,acmrecsys,1
bartleyr,even_oldridge,1
bartleyr,nvidiaai,1
bartleyr,acmrecsys,1
dmalitesta,ayelmajjodi,1
dmalitesta,alainstarke,1
dmalitesta,ctrattner,1
dmalitesta,lucionarducci,1
dmalitesta,yashardel,1
karsworkshop,ayelmajjodi,1
karsworkshop,alainstarke,1
karsworkshop,ctrattner,1
karsworkshop,lucionarducci,1
karsworkshop,yashardel,1
ayelmajjodi,karsworkshop,1
ayelmajjodi,lucionarducci,1
ayelmajjodi,yashardel,1
nogawanogawa,usait0en,1
nogawanogawa,recsyshr,2
nogawanogawa,hongliangjie,1
noemi_mauro1,ssahebi,1
lorrainegrt,ecir2023,1
suz_research,ecir2023,1
facctrec,franklinmatija,2
facctrec,hal_ashton,1
franklinmatija,hal_ashton,1
tobml,ngrams,1
facctrec,shima__shima,1
facctrec,rajamifa,9
ting_s_,asash,1
ting_s_,javiersanzcruza,1
ting_s_,mvlacho1,1
irinanalis,thomasekolb,1
irinanalis,j_neidhardt,1
irinanalis,m_sertkan,1
dynamicwebpaige,usait0en,1
ir_glasgow,karsworkshop,1
navatintarev,anneliensmets,1
recsyshr,chatox,1
yashardel,craig_macdonald,1
yashardel,mvlacho1,1
recsyshr,radboud_uni,1
alexk_z,consequences_ws,1
alexk_z,aiueola_,1
navatintarev,mdekstrand,1
navatintarev,shima__shima,1
navatintarev,rajamifa,2
fernandopsantos,dvdgrs,1
fernandopsantos,recsyshr,1
acmrecsys,lienmichiels,2
acmrecsys,taoyeah,1
alansaid,lienmichiels,1
alansaid,taoyeah,1
mdekstrand,lienmichiels,1
mdekstrand,taoyeah,1
drch0le,shima__shima,1
kuzeko,ecir2023,1
rajamifa,shima__shima,1
mdekstrand,shima__shima,1
mdekstrand,nassimso,3
mdekstrand,rburke2233,1
alexk_z,usait0en,1
aiueola_,usait0en,2
consequences_ws,usait0en,4
harrieoos,usait0en,3
guidozuc,ecir2023,1
franklinmatija,facctrec,3
dalgodoy,facctrec,1
christine_bauer,lienmichiels,1
amansinha09,ecir2023,1
javiersanzcruza,karsworkshop,2
karsworkshop,javiersanzcruza,1
karsworkshop,mvlacho1,2
joelplucas,christine_bauer,1
pawslab,peterpaws,1
goethals,anneliensmets,1
max_does_well,behnamrahdari,1
max_does_well,intrsworkshop,1
chanman_econ,consequences_ws,1
dmalitesta,yashonwu,1
karsworkshop,yashonwu,1
mcwillemsen,behnamrahdari,1
bridget77074447,aonghuslawlor,1
bridget77074447,insight_centre,1
bridget77074447,ucdcompsci,1
insight_centre,aonghuslawlor,1
insight_centre,ucdcompsci,1
lucionarducci,ayelmajjodi,1
lucionarducci,alainstarke,1
lucionarducci,ctrattner,1
lucionarducci,yashardel,1
javiersanzcruza,finrecw,1
javiersanzcruza,richardm_,1
chanman_econ,usait0,1
tavoglc,_arohan_,1
tavoglc,acmrecsys,1
arushiuw,eugeneyan,1
mdekstrand,owlslee13,2
mdekstrand,facctrec,9
franklinmatija,rajamifa,1
franklinmatija,acmrecsys,1
facctrec,mansourymasoud,1
facctrec,owlslee13,2
express_levant,_arohan_,1
express_levant,acmrecsys,1
owlslee13,rajamifa,1
owlslee13,facctrec,1
rajamifa,owlslee13,1
facctrec,rlerallut,1
rajamifa,mansourymasoud,1
rlerallut,facctrec,1
alexk_z,_arohan_,1
zacharynado,_arohan_,1
zacharynado,acmrecsys,1
amitjainiitd,_arohan_,1
amitjainiitd,acmrecsys,1
rajamifa,yashardel,1
jainksj,_arohan_,1
jainksj,acmrecsys,1
wjarek,_arohan_,1
wjarek,acmrecsys,1
dystopiarobot,_arohan_,1
dystopiarobot,acmrecsys,1
mdekstrand,yashardel,1
yashardel,scne,1
unsorsodicorda,_arohan_,1
unsorsodicorda,acmrecsys,1
ghpkishore,_arohan_,1
ghpkishore,acmrecsys,1
_arohan_,acmrecsys,1
grabritain,techatbloomberg,1
grabritain,qianzhao3,1
mehdielaahi,mansourymasoud,1
mehdielaahi,mors_workshop,1
laineyzoo,wimlds_paris,2
wimlds,wimlds_paris,2
himan_abd,mansourymasoud,1
himan_abd,mors_workshop,1
mansourymasoud,mors_workshop,1
mansourymasoud,acmrecsys,1
mansourymasoud,ssahebi,2
mansourymasoud,mehdielaahi,1
mansourymasoud,zahranazari1,1
mansourymasoud,babak_loni,1
rajamifa,nassimso,2
smartbizinsight,techatbloomberg,1
smartbizinsight,qianzhao3,1
techatbloomberg,qianzhao3,1
techatbloomberg,acmrecsys,1
alansaid,alainstarke,1
alansaid,max_does_well,1
zzh99709298,acmrecsys,1
gballoccu,dmalitesta,1
get_sphere,karsworkshop,1
get_sphere,xinlunadong,1
get_sphere,meta,1
get_sphere,acmrecsys,12
get_sphere,encodedgeek,5
get_sphere,elisab79,2
get_sphere,bencarterette,2
get_sphere,drch0le,2
get_sphere,yzrulai,2
get_sphere,abdiganidiriye,2
get_sphere,cataldomusto,1
get_sphere,pasqualelops,1
get_sphere,semeraro_g,1
get_sphere,marcommis,1
get_sphere,swap_research,1
get_sphere,rajamifa,1
usait0en,harrieoos,1
usait0en,amarchin87,1
facctrec,snchancellor,1
drch0le,owlslee13,1
drch0le,snchancellor,1
mvlacho1,infinitech_eu,1
yashonwu,infinitech_eu,1
craig_macdonald,infinitech_eu,1
craig_macdonald,jsoldatos,1
facctrec,seguraandres7,2
seguraandres7,facctrec,2
seguraandres7,mansourymasoud,1
consequences_ws,amarchin87,1
iadh,mvlacho1,1
iadh,javiersanzcruza,2
richardm_,mvlacho1,1
richardm_,javiersanzcruza,2
facctrec,yashardel,1
amarchin87,usait0en,1
daturkel,usait0,1
aiueola_,harrieoos,1
olivierjeunen,harrieoos,1
olivierjeunen,usait0en,2
consequences_ws,harrieoos,1
mvlacho1,finrecw,2
mvlacho1,richardm_,1
himan_abd,ssahebi,1
himan_abd,dietmarjannach,1
yashonwu,finrecw,2
mansourymasoud,dietmarjannach,1
richardm_,finrecw,1
totopampin,seguraandres7,1
cataldomusto,toinebogers,1
seguraandres7,totopampin,1
sarabolouki,alansaid,1
iadh,finrecw,1
totopampin,facctrec,2
pranav_kundra,craig_macdonald,1
ssahebi,dietmarjannach,1
craig_macdonald,finrecw,1
cataldomusto,javiersanzcruza,1
cataldomusto,finrecw,1
cataldomusto,qianzhao3,1
get_sphere,alexk_z,1
get_sphere,edchi,1
get_sphere,erishabh,1
get_sphere,duguyuan,1
get_sphere,alainstarke,1
get_sphere,zahranazari1,1
get_sphere,spotify,1
get_sphere,spotifyresearch,1
get_sphere,thewebconf,1
get_sphere,harrieoos,1
get_sphere,asash,1
yashonwu,yashardel,1
lordachita,_arohan_,1
lordachita,acmrecsys,1
encodedgeek,rajamifa,1
encodedgeek,facctrec,1
encodedgeek,pawslab,1
encodedgeek,khushsi,1
dane85257622,_arohan_,1
dane85257622,acmrecsys,1
tommasodinoia,ayelmajjodi,1
tommasodinoia,karsworkshop,3
